id,brewery_id,name,name_kana,name_en,status,confidence,source_id,evidence
169,222,越路吹雪,,,draft,0.95,kumiai_niigata_detail,
170,223,錦鯉,,,draft,0.95,kumiai_niigata_detail,
171,224,天領盃,,,draft,0.95,kumiai_niigata_detail,
172,225,君の井 山廃純米吟醸,,,draft,0.95,kumiai_niigata_detail,
173,226,悠天,,,draft,0.95,kumiai_niigata_detail,
174,227,雪の幻,,,draft,0.95,kumiai_niigata_detail,
175,228,金鶴,,,draft,0.95,kumiai_niigata_detail,
176,229,越後五十嵐川,,,draft,0.95,kumiai_niigata_detail,
177,230,〆張鶴,,,draft,0.95,kumiai_niigata_detail,
178,231,真野鶴,,,draft,0.95,kumiai_niigata_detail,
179,232,群亀,,,draft,0.95,kumiai_niigata_detail,
180,233,菊水ふなぐち,,,draft,0.95,kumiai_niigata_detail,
181,234,加賀の井,,,draft,0.95,kumiai_niigata_detail,
182,235,清泉,,,draft,0.95,kumiai_niigata_detail,
183,236,よしかわ杜氏,,,draft,0.95,kumiai_niigata_detail,
184,236,天恵楽,,,draft,0.95,kumiai_niigata_detail,
185,236,有りがたし,,,draft,0.95,kumiai_niigata_detail,
186,237,越乃男山,,,draft,0.95,kumiai_niigata_detail,
187,238,想天坊,,,draft,0.95,kumiai_niigata_detail,
188,239,翔空,,,draft,0.95,kumiai_niigata_detail,
189,240,雪鶴,,,draft,0.95,kumiai_niigata_detail,
190,241,金升,,,draft,0.95,kumiai_niigata_detail,
191,242,舞鶴鼓,,,draft,0.95,kumiai_niigata_detail,
192,243,笹祝 別撰,,,draft,0.95,kumiai_niigata_detail,
193,244,北雪,,,draft,0.95,kumiai_niigata_detail,
194,245,鮎正宗,,,draft,0.95,kumiai_niigata_detail,
195,246,かたふね,,,draft,0.95,kumiai_niigata_detail,
196,247,髙千代,,,draft,0.95,kumiai_niigata_detail,
197,248,越の関,,,draft,0.95,kumiai_niigata_detail,
198,249,越乃寒梅,,,draft,0.95,kumiai_niigata_detail,
199,250,SAKENOVA,,,draft,0.95,kumiai_niigata_detail,
200,251,越後自慢,,,draft,0.9,kumiai_niigata_detail,
201,251,醸し香,,,draft,0.9,kumiai_niigata_detail,
202,252,たからやま,,,draft,0.95,kumiai_niigata_detail,
203,253,柏露,,,draft,0.95,kumiai_niigata_detail,
204,254,峰乃白梅,,,draft,0.9,kumiai_niigata_detail,
205,255,越乃あじわい,,,draft,0.95,kumiai_niigata_detail,
206,256,Maison Aoi,,,draft,0.9,kumiai_niigata_detail,
207,257,越後雪紅梅,,,draft,0.95,kumiai_niigata_detail,
208,258,純米吟醸 越乃鹿六,,,draft,0.95,kumiai_niigata_detail,
209,259,姫の井,,,draft,0.95,kumiai_niigata_detail,
210,260,越乃雪椿,,,draft,0.9,kumiai_niigata_detail,
211,261,大吟醸 越の鶴,,,draft,0.9,kumiai_niigata_detail,
212,262,越路乃紅梅,,,draft,0.95,kumiai_niigata_detail,
213,263,特別本醸造天神囃子,,,draft,0.95,kumiai_niigata_detail,
214,264,花越路,,,draft,0.9,kumiai_niigata_detail,
215,265,越後の米焼酎 こしひかり,,,draft,0.95,kumiai_niigata_detail,
216,266,清正,,,draft,0.9,kumiai_niigata_detail,
217,267,大洋盛,,,draft,0.95,kumiai_niigata_detail,
218,268,彌彦 PREMIUM33 純米大吟醸,,,draft,0.95,kumiai_niigata_detail,
219,269,お福正宗 上撰,,,draft,0.95,kumiai_niigata_detail,
220,270,月不見の池,,,draft,0.95,kumiai_niigata_detail,
221,271,雪と里山,,,draft,0.95,kumiai_niigata_detail,
222,272,ほまれ麒麟,,,draft,0.95,kumiai_niigata_detail,
223,273,GOZ,,,draft,0.9,kumiai_niigata_detail,
224,274,吟醸 極上吉乃川,,,draft,0.95,kumiai_niigata_detail,
225,275,越乃白雁 黒松,,,draft,0.95,kumiai_niigata_detail,
226,276,米百俵 伝統の酒,,,draft,0.9,kumiai_niigata_detail,
227,277,越の初梅 辛口本醸造（ハチカラ）,,,draft,0.95,kumiai_niigata_detail,
228,278,純米 緑川,,,draft,0.9,kumiai_niigata_detail,
229,279,笑満壽 特別純米酒,,,draft,0.95,kumiai_niigata_detail,
230,280,謙信,,,draft,0.9,kumiai_niigata_detail,
231,281,王紋,,,draft,0.95,kumiai_niigata_detail,
232,282,妙高山,,,draft,0.95,kumiai_niigata_detail,
233,282,越乃雪月花,,,draft,0.95,kumiai_niigata_detail,
234,283,麒麟山,,,draft,0.95,kumiai_niigata_detail,
235,284,越乃景虎,,,draft,0.95,kumiai_niigata_detail,
236,285,真稜,,,draft,0.95,kumiai_niigata_detail,
237,286,千代の光 特別本醸造,,,draft,0.95,kumiai_niigata_detail,
238,287,鶴齢,,,draft,0.95,kumiai_niigata_detail,
239,288,雪中梅,,,draft,0.95,kumiai_niigata_detail,
240,289,大吟醸 白龍,,,draft,0.95,kumiai_niigata_detail,
241,290,越後杜氏,,,draft,0.95,kumiai_niigata_detail,
242,291,魚沼玉風味,,,draft,0.95,kumiai_niigata_detail,
243,292,和楽互尊,,,draft,0.95,kumiai_niigata_detail,
244,293,ふじの井 上撰,,,draft,0.95,kumiai_niigata_detail,
245,294,醸す森,,,draft,0.95,kumiai_niigata_detail,
246,295,越の白鳥,,,draft,0.95,kumiai_niigata_detail,
247,296,越後の蔵元 吟田川,,,draft,0.9,kumiai_niigata_detail,
248,297,越の八豊,,,draft,0.95,kumiai_niigata_detail,
249,298,久保田,,,draft,0.95,kumiai_niigata_detail,
250,299,越後鶴亀,,,draft,0.95,kumiai_niigata_detail,
251,300,鶴の友,,,draft,0.9,kumiai_niigata_detail,
252,301,越の誉,,,draft,0.95,kumiai_niigata_detail,
428,223,今代司,,,draft,0.85,brewery_official_sites_pilot,今代司酒造公式サイト商品ページで確認（会社名=看板銘柄名）
429,78,花春,,,draft,0.85,brewery_official_sites_pilot,花春酒造公式サイト商品ページで確認（会社名=看板銘柄名）
430,98,大七,,,draft,0.85,brewery_official_sites_pilot,大七酒造公式サイト商品ページで確認（会社名=看板銘柄名）
431,526,大納川 純米大吟醸原酒 金賞受賞記念酒,,,draft,0.88,kumiai_akita_detail,
432,527,純米吟醸 竜乃涙 黒,,,draft,0.88,kumiai_akita_detail,
433,528,雪の茅舎 純米吟醸,,,draft,0.88,kumiai_akita_detail,
434,529,飛良泉 山廃純米酒,,,draft,0.95,kumiai_akita_detail,
435,530,高清水 純米大吟醸,,,draft,0.88,kumiai_akita_detail,
436,531,天の戸 美稲,,,draft,0.88,kumiai_akita_detail,
437,532,刈穂 山廃純米超辛口 +12,,,draft,0.88,kumiai_akita_detail,
438,534,大吟醸 福小町,,,draft,0.88,kumiai_akita_detail,
439,536,ゆきの美人,,,draft,0.88,kumiai_akita_detail,
440,537,出羽の冨士 天之美禄 大吟醸,,,draft,0.88,kumiai_akita_detail,
441,539,熟成酒 山吹ゴールド,,,draft,0.88,kumiai_akita_detail,
442,540,純米大吟醸 チトセザカリ:緑色,,,draft,0.88,kumiai_akita_detail,
443,541,大吟醸 北秋田,,,draft,0.88,kumiai_akita_detail,
444,542,特別純米 うまからまんさく,,,draft,0.88,kumiai_akita_detail,
445,544,春霞 緑ラベル,,,draft,0.88,kumiai_akita_detail,
446,545,純米大吟醸 鳥海山,,,draft,0.88,kumiai_akita_detail,
447,546,純米大吟醸 しずくざけ 袋吊り,,,draft,0.88,kumiai_akita_detail,
448,547,太平山 純米大吟醸 天巧,,,draft,0.88,kumiai_akita_detail,
449,548,秋田晴,,,draft,0.88,kumiai_akita_detail,
450,549,山本ピュアブラック,,,draft,0.88,kumiai_akita_detail,
451,550,純米吟醸原酒 冬樹,,,draft,0.88,kumiai_akita_detail,
452,551,出羽鶴 自然栽培米醸造 カゼノオト,,,draft,0.88,kumiai_akita_detail,
453,552,秀よし 十九代目 松右衛門,,,draft,0.88,kumiai_akita_detail,
454,554,一滴千両純米大吟醸 一回火入れ,,,draft,0.88,kumiai_akita_detail,
455,555,阿櫻 純米大吟醸無濾過原酒 美郷錦仕込,,,draft,0.88,kumiai_akita_detail,
456,556,純米酒 萌稲 百田,,,draft,0.88,kumiai_akita_detail,
457,557,No.6 X-type,,,draft,0.95,kumiai_akita_detail,
458,558,秋田誉 特別純米酒,,,draft,0.8,kumiai_akita_detail,
459,614,沢の鶴,,,draft,0.95,kumiai_hyogo_detail,
460,615,富久娘,,,draft,0.95,kumiai_hyogo_detail,
461,615,力,,,draft,0.95,kumiai_hyogo_detail,
462,616,白鶴,,,draft,0.9,kumiai_hyogo_detail,
463,617,菊正宗,,,draft,0.95,kumiai_hyogo_detail,
464,617,百黙,,,draft,0.95,kumiai_hyogo_detail,
465,618,剣菱,,,draft,0.95,kumiai_hyogo_detail,
466,619,戎面,,,draft,0.85,kumiai_hyogo_detail,
467,620,福寿,,,draft,0.95,kumiai_hyogo_detail,
468,621,仙介,,,draft,0.9,kumiai_hyogo_detail,
469,621,琥泉,,,draft,0.9,kumiai_hyogo_detail,
470,622,大黒正宗,,,draft,0.95,kumiai_hyogo_detail,
471,623,甲南漬,,,rejected,0.2,kumiai_hyogo_detail,甲南漬は酒粕を使った漬物ブランドであり清酒銘柄ではないと判明。髙嶋酒類食品は清酒を製造しておらず本みりん(はくびし本みりん)と漬物が主力。
472,624,千代田蔵,,,draft,0.85,kumiai_hyogo_detail,
473,625,松竹梅白壁蔵,,,draft,0.8,kumiai_hyogo_detail,
474,625,澪,,,draft,0.8,kumiai_hyogo_detail,
475,626,浜福鶴,,,draft,0.85,kumiai_hyogo_detail,
476,627,櫻正宗,,,draft,0.95,kumiai_hyogo_detail,
477,628,日本盛,,,draft,0.95,kumiai_hyogo_detail,
478,629,灘自慢,,,draft,0.9,kumiai_hyogo_detail,
479,629,國産一,,,draft,0.9,kumiai_hyogo_detail,
480,630,喜一,,,draft,0.9,kumiai_hyogo_detail,
481,631,金鷹,,,draft,0.75,kumiai_hyogo_detail,
482,632,白鷹,,,draft,0.95,kumiai_hyogo_detail,
483,633,黒松白鹿,,,draft,0.95,kumiai_hyogo_detail,
484,633,白鹿,,,draft,0.95,kumiai_hyogo_detail,
485,634,灘一,,,draft,0.8,kumiai_hyogo_detail,
486,635,寳娘,,,draft,0.9,kumiai_hyogo_detail,
487,636,島美人,,,draft,0.9,kumiai_hyogo_detail,
488,637,德若,,,draft,0.8,kumiai_hyogo_detail,
489,638,大関,,,draft,0.95,kumiai_hyogo_detail,
490,639,扇正宗,,,draft,0.85,kumiai_hyogo_detail,
491,640,千代の縁,,,draft,0.9,kumiai_hyogo_detail,
492,641,無限大,,,draft,0.8,kumiai_hyogo_detail,
493,642,香住鶴,,,draft,0.85,kumiai_hyogo_detail,
494,642,生酛からくち,,,draft,0.85,kumiai_hyogo_detail,
495,643,竹泉,,,draft,0.8,kumiai_hyogo_detail,
496,644,但馬,,,draft,0.9,kumiai_hyogo_detail,
497,645,楽々鶴,,,draft,0.9,kumiai_hyogo_detail,
498,646,夫婦杉 自然米酒,,,draft,0.75,kumiai_hyogo_detail,
499,647,稜線,,,draft,0.8,kumiai_hyogo_detail,
500,648,龍王の舞,,,draft,0.85,kumiai_hyogo_detail,
501,649,名城千姫,,,draft,0.9,kumiai_hyogo_detail,
502,650,雪彦山,,,draft,0.9,kumiai_hyogo_detail,
503,651,八重墻,,,draft,0.9,kumiai_hyogo_detail,
504,651,八重垣,,,draft,0.9,kumiai_hyogo_detail,
505,651,無,,,draft,0.9,kumiai_hyogo_detail,
506,652,龍力,,,draft,0.85,kumiai_hyogo_detail,
507,652,米のささやき,,,draft,0.85,kumiai_hyogo_detail,
508,653,白鷺の城,,,draft,0.85,kumiai_hyogo_detail,
509,654,きくのしずく,,,draft,0.85,kumiai_hyogo_detail,
510,655,奥播磨,,,draft,0.9,kumiai_hyogo_detail,
511,656,播州一献,,,draft,0.9,kumiai_hyogo_detail,
512,657,寿惠広,,,draft,0.8,kumiai_hyogo_detail,
513,657,老松,,,draft,0.8,kumiai_hyogo_detail,
514,658,忠臣蔵,,,draft,0.85,kumiai_hyogo_detail,
515,659,小鼓,,,draft,0.9,kumiai_hyogo_detail,
516,660,奥丹波,,,draft,0.85,kumiai_hyogo_detail,
517,661,花鳥末廣,,,draft,0.9,kumiai_hyogo_detail,
518,662,鳳鳴,,,draft,0.9,kumiai_hyogo_detail,
519,663,秀月,,,draft,0.8,kumiai_hyogo_detail,
520,664,櫻一文字,,,draft,0.75,kumiai_hyogo_detail,
521,665,黄桜 S,,,draft,0.75,kumiai_hyogo_detail,
522,666,神結,,,draft,0.8,kumiai_hyogo_detail,
523,667,菊日本,,,draft,0.85,kumiai_hyogo_detail,
524,668,播州古式,,,draft,0.9,kumiai_hyogo_detail,
525,669,明石鯛,,,draft,0.8,kumiai_hyogo_detail,
526,670,神鷹,,,draft,0.75,kumiai_hyogo_detail,
527,671,来楽,,,draft,0.9,kumiai_hyogo_detail,
528,672,空の鶴,,,draft,0.85,kumiai_hyogo_detail,
529,673,大吟醸 大和鶴,,,draft,0.75,kumiai_hyogo_detail,
530,674,葵鶴,,,draft,0.85,kumiai_hyogo_detail,
531,675,盛典,,,draft,0.9,kumiai_hyogo_detail,
532,676,播州錦,,,draft,0.85,kumiai_hyogo_detail,
533,677,古昔の美酒,,,draft,0.75,kumiai_hyogo_detail,
534,678,白雪,,,draft,0.85,kumiai_hyogo_detail,
535,679,伊丹郷,,,draft,0.75,kumiai_hyogo_detail,
536,679,老松,,,draft,0.75,kumiai_hyogo_detail,
537,680,猪名の露,,,draft,0.8,kumiai_hyogo_detail,
538,680,花衣,,,draft,0.8,kumiai_hyogo_detail,
539,681,千鳥正宗,,,draft,0.85,kumiai_hyogo_detail,
715,851,惣邑 純米大吟醸 雪女神,,,draft,0.95,kumiai_yamagata_detail,
716,851,惣邑 純米大吟醸 羽州誉,,,draft,0.95,kumiai_yamagata_detail,
717,851,惣邑 純米吟醸 出羽燦々,,,draft,0.95,kumiai_yamagata_detail,
718,852,東光 純米大吟醸袋吊り,,,draft,0.85,kumiai_yamagata_detail,
719,852,東光 純米大吟醸 雪女神,,,draft,0.85,kumiai_yamagata_detail,
720,852,東光 純米吟醸 出羽燦々,,,draft,0.85,kumiai_yamagata_detail,
721,852,東光 純米吟醸原酒,,,draft,0.85,kumiai_yamagata_detail,
722,852,洌 純米大吟醸,,,draft,0.85,kumiai_yamagata_detail,
723,853,Faucon 純米大吟醸38 雪女神 生貯蔵,,,draft,0.85,kumiai_yamagata_detail,
724,853,Faucon 純米吟醸47 出羽燦々 生貯蔵,,,draft,0.85,kumiai_yamagata_detail,
725,853,Faucon 純米吟醸56 出羽燦々 生貯蔵,,,draft,0.85,kumiai_yamagata_detail,
726,853,Faucon 純米吟醸57 出羽の里 生貯蔵,,,draft,0.85,kumiai_yamagata_detail,
727,853,Faucon 純米吟醸58 つや姫 生貯蔵,,,draft,0.85,kumiai_yamagata_detail,
728,853,大吟醸 興譲,,,draft,0.85,kumiai_yamagata_detail,
729,853,沖正宗 吟醸酒,,,draft,0.85,kumiai_yamagata_detail,
730,853,出羽路 淡麗 吟醸酒,,,draft,0.85,kumiai_yamagata_detail,
731,853,純米 沖正宗 はえぬき,,,draft,0.85,kumiai_yamagata_detail,
732,854,大吟醸 やまと桜 金ラベル,,,draft,0.85,kumiai_yamagata_detail,
733,854,純米大吟醸 倭櫻 雪女神,,,draft,0.85,kumiai_yamagata_detail,
734,854,純米吟醸 やまと桜 出羽燦々,,,draft,0.85,kumiai_yamagata_detail,
735,854,純米酒 やまと桜 出羽の里,,,draft,0.85,kumiai_yamagata_detail,
736,854,純米酒 メダカライス,,,draft,0.85,kumiai_yamagata_detail,
737,855,大吟醸 寿久蔵,,,draft,0.95,kumiai_yamagata_detail,
738,855,大吟醸 雄町,,,draft,0.95,kumiai_yamagata_detail,
739,855,純米大吟醸 霞城寿 雪女神,,,draft,0.95,kumiai_yamagata_detail,
740,855,純米吟醸 霞城寿 出羽燦々,,,draft,0.95,kumiai_yamagata_detail,
741,855,純米吟醸 霞城寿,,,draft,0.95,kumiai_yamagata_detail,
742,856,純米大吟醸 鯉川 亀の尾100％,,,draft,0.95,kumiai_yamagata_detail,
743,856,純米大吟醸 Beppin 雪女神 100％,,,draft,0.95,kumiai_yamagata_detail,
744,856,純米吟醸 Beppin つや姫 100％ うすにごり酒,,,draft,0.95,kumiai_yamagata_detail,
745,856,純米吟醸 亀治好日,,,draft,0.95,kumiai_yamagata_detail,
746,856,特別純米 鯉川,,,draft,0.95,kumiai_yamagata_detail,
747,857,秀鳳 純米大吟醸 吟酔匠,,,draft,0.85,kumiai_yamagata_detail,
748,857,秀鳳 純米大吟醸 雪女神,,,draft,0.85,kumiai_yamagata_detail,
749,857,秀鳳 純米大吟醸 超辛口,,,draft,0.85,kumiai_yamagata_detail,
750,857,秀鳳 特別純米 無濾過 雄町,,,draft,0.85,kumiai_yamagata_detail,
751,858,大吟醸 金の蔵,,,draft,0.85,kumiai_yamagata_detail,
752,858,純米吟醸 銀の蔵,,,draft,0.85,kumiai_yamagata_detail,
753,859,一生幸福 大吟醸,,,draft,0.85,kumiai_yamagata_detail,
754,859,一生幸福 本醸造,,,draft,0.85,kumiai_yamagata_detail,
755,859,鄙の影法師,,,draft,0.85,kumiai_yamagata_detail,
756,860,大吟醸 若の井,,,draft,0.85,kumiai_yamagata_detail,
757,860,雪室熟成 雪解けの誘い,,,draft,0.85,kumiai_yamagata_detail,
758,860,純米吟醸生酒,,,draft,0.85,kumiai_yamagata_detail,
759,860,ひめさゆりの詩,,,draft,0.85,kumiai_yamagata_detail,
760,861,古酒屋の ひとりよがり,,,draft,0.85,kumiai_yamagata_detail,
761,861,純米酒 生酒 なまいき,,,draft,0.85,kumiai_yamagata_detail,
762,861,本醸造 辛口,,,draft,0.85,kumiai_yamagata_detail,
763,861,ゆい,,,draft,0.85,kumiai_yamagata_detail,
764,862,大吟醸 くどき上手,,,draft,0.85,kumiai_yamagata_detail,
765,862,純米吟醸 くどき上手,,,draft,0.85,kumiai_yamagata_detail,
766,862,純吟辛口 くどき上手,,,draft,0.85,kumiai_yamagata_detail,
767,862,純米吟醸 酒未来,,,draft,0.85,kumiai_yamagata_detail,
768,862,純米大吟醸 出羽燦々,,,draft,0.85,kumiai_yamagata_detail,
769,863,純米大吟醸原酒 久保桜,,,draft,0.85,kumiai_yamagata_detail,
770,863,純米吟醸 久保桜,,,draft,0.85,kumiai_yamagata_detail,
771,863,手造り純米 加茂川,,,draft,0.85,kumiai_yamagata_detail,
772,864,羽前白梅 百花夢一輪,,,draft,0.85,kumiai_yamagata_detail,
773,864,羽前白梅 純米大吟醸,,,draft,0.85,kumiai_yamagata_detail,
774,864,羽前白梅 純米吟醸,,,draft,0.85,kumiai_yamagata_detail,
775,864,羽前白梅 純米酒,,,draft,0.85,kumiai_yamagata_detail,
776,864,羽前白梅 穂の香,,,draft,0.85,kumiai_yamagata_detail,
777,865,銀嶺月山 純米大吟醸 斗瓶囲い,,,draft,0.85,kumiai_yamagata_detail,
778,865,銀嶺月山 純米,,,draft,0.85,kumiai_yamagata_detail,
779,865,銀嶺月山 純米大吟醸,,,draft,0.85,kumiai_yamagata_detail,
780,865,銀嶺月山 大吟醸,,,draft,0.85,kumiai_yamagata_detail,
781,865,銀嶺月山 純米吟醸 月山の雪,,,draft,0.85,kumiai_yamagata_detail,
782,866,参年熟成 九郎左衛門,,,draft,0.85,kumiai_yamagata_detail,
783,866,生原酒 九郎左衛門,,,draft,0.85,kumiai_yamagata_detail,
784,866,雅山流 如月,,,draft,0.85,kumiai_yamagata_detail,
785,866,DEWA33 もきち,,,draft,0.85,kumiai_yamagata_detail,
786,867,大吟醸 ささのいのち,,,draft,0.85,kumiai_yamagata_detail,
787,867,純米大吟醸 壷中之天,,,draft,0.85,kumiai_yamagata_detail,
788,867,生酛特別純米 自然酒,,,draft,0.85,kumiai_yamagata_detail,
789,867,祇王祇女,,,draft,0.85,kumiai_yamagata_detail,
790,869,純米大吟醸 「秘めごと」,,,draft,0.85,kumiai_yamagata_detail,
791,869,純米吟醸 「秘めごと」,,,draft,0.85,kumiai_yamagata_detail,
792,869,大吟醸「高橋杜氏のたわごと」,,,draft,0.85,kumiai_yamagata_detail,
793,869,本醸造 上撰「松嶺の富士」,,,draft,0.85,kumiai_yamagata_detail,
794,870,上喜元 限定大吟醸 しずく採り,,,draft,0.85,kumiai_yamagata_detail,
795,870,上喜元 純米大吟醸,,,draft,0.85,kumiai_yamagata_detail,
796,870,上喜元 純米吟醸 雄町,,,draft,0.85,kumiai_yamagata_detail,
797,870,上喜元 特別純米 からくち,,,draft,0.85,kumiai_yamagata_detail,
798,870,上喜元 純米酒,,,draft,0.85,kumiai_yamagata_detail,
799,871,米鶴 純米大吟醸 天に舞う鶴の輝き,,,draft,0.85,kumiai_yamagata_detail,
800,871,米鶴 スパークリング・ロゼ,,,draft,0.85,kumiai_yamagata_detail,
801,871,米鶴 超辛純米,,,draft,0.85,kumiai_yamagata_detail,
802,871,米鶴 盗み吟醸 大吟,,,draft,0.85,kumiai_yamagata_detail,
803,872,手間暇 純米大吟醸 山田錦,,,draft,0.95,kumiai_yamagata_detail,
804,872,手間暇 純米大吟醸 雪女神,,,draft,0.95,kumiai_yamagata_detail,
805,872,六歌仙 五段仕込み純米,,,draft,0.95,kumiai_yamagata_detail,
806,872,六歌仙 純米超辛口,,,draft,0.95,kumiai_yamagata_detail,
807,872,Hitotoki 白 純米,,,draft,0.95,kumiai_yamagata_detail,
808,873,花娘,,,draft,0.85,kumiai_yamagata_detail,
809,873,純米大吟醸 白銀蔵王,,,draft,0.85,kumiai_yamagata_detail,
810,873,純米吟醸 白銀蔵王,,,draft,0.85,kumiai_yamagata_detail,
811,873,純米 白銀蔵王,,,draft,0.85,kumiai_yamagata_detail,
812,873,純米吟醸 DEWA33 白銀蔵王,,,draft,0.85,kumiai_yamagata_detail,
813,874,雪女神 純米大吟醸 杉勇,,,draft,0.85,kumiai_yamagata_detail,
814,874,出羽燦々 純米吟醸 杉勇,,,draft,0.85,kumiai_yamagata_detail,
815,874,特別純米辛口原酒 杉勇,,,draft,0.85,kumiai_yamagata_detail,
816,874,出羽の里 純米酒 杉勇,,,draft,0.85,kumiai_yamagata_detail,
817,874,大吟醸 蕨岡延年の舞,,,draft,0.85,kumiai_yamagata_detail,
818,875,大吟醸 壷天,,,draft,0.85,kumiai_yamagata_detail,
