id,name,url,fetched_at,raw_path,license_note
kumiai_shizuoka_detail,静岡県酒造組合「しずおか結びのサイト」 蔵元詳細ページ（全27蔵）,https://www.shizuoka-sake.jp/sakagura/,2026-07-05T12:04:27.048861+00:00,C:\Users\hitos\Claude-Playground\sakelia-pipeline\data\raw\kumiai_shizuoka_detail,
kumiai_yamaguchi_detail,山口県酒造組合 蔵元紹介・詳細ページ（全24蔵）,https://www.y-shuzo.com/member/index.html,2026-07-05T12:08:41.644257+00:00,data/raw/kumiai_yamaguchi_detail,レガシーサーバーが1リクエストごとに接続断するため、01_fetch.pyでの再取得は行わずエージェントの取得済みファイルをそのまま採用。
kumiai_ishikawa_detail,石川県酒造組合連合会 地区別蔵元紹介・個別詳細ページ（全32蔵）,https://www.ishikawa-sake.jp/c3.html,2026-07-05T14:59:21.874222+00:00,C:\Users\hitos\Claude-Playground\sakelia-pipeline\data\raw\kumiai_ishikawa_detail,
kumiai_saitama_list,埼玉県酒造組合 蔵元紹介（一覧）,https://saisake.com/kuramoto/,2026-07-05T14:59:29.423951+00:00,C:\Users\hitos\Claude-Playground\sakelia-pipeline\data\raw\kumiai_saitama_list,
kumiai_saitama_detail,埼玉県酒造組合 蔵元紹介（個別詳細32蔵）,https://saisake.com/kuramoto/%e5%86%85%e6%9c%a8%e9%85%92%e9%80%a0/,2026-07-05T15:02:51.702452+00:00,C:\Users\hitos\Claude-Playground\sakelia-pipeline\data\raw\kumiai_saitama_detail,
kumiai_gifu_detail,岐阜県酒造組合連合会 蔵元紹介 個別詳細ページ（全45蔵）,https://www.gifu-sake.or.jp/kuramoto_map.html,2026-07-05T15:07:02.655278+00:00,C:\Users\hitos\Claude-Playground\sakelia-pipeline\data\raw\kumiai_gifu_detail,
kumiai_okayama_detail,岡山県酒造組合 蔵元ナビ 個別詳細ページ（全37蔵）,http://www.okasake.com/kuramoto/data/kuramoto_01.html,2026-07-05T15:31:10.978357+00:00,C:\Users\hitos\Claude-Playground\sakelia-pipeline\data\raw\kumiai_okayama_detail,
kumiai_osaka_detail,大阪府酒造組合 大阪の地酒 蔵元紹介ページ（全16蔵）,http://osaka-sake.com/,2026-07-05T15:31:39.888921+00:00,C:\Users\hitos\Claude-Playground\sakelia-pipeline\data\raw\kumiai_osaka_detail,
kumiai_ehime_detail,愛媛県酒造協同組合 蔵元紹介 個別詳細ページ（全34蔵）,https://www.ehime-syuzou.com/kuramoto/,2026-07-05T15:32:24.563065+00:00,data/raw/kumiai_ehime_detail,エージェントが正しく取得済み。01_fetch.pyでのファイル名不一致による再取得ループを避けるため直接登録。
kumiai_mie_detail,三重県酒造組合 蔵元リスト 個別詳細ページ（全31蔵）,http://www.mie-sake.or.jp/,2026-07-07T12:45:59.942104+00:00,C:\Users\hitos\Claude-Playground\sakelia-pipeline\data\raw\kumiai_mie_detail,
kumiai_aomori_detail,青森県酒造組合 あおいもりの地酒 蔵元一覧・詳細ページ（全17蔵）,https://aomori-sake.or.jp/,2026-07-07T12:46:12.571373+00:00,C:\Users\hitos\Claude-Playground\sakelia-pipeline\data\raw\kumiai_aomori_detail,
kumiai_tokyo_detail,東京都酒造組合 蔵元一覧（全10蔵）,https://www.tokyosake.or.jp/brewery/,2026-07-07T12:46:19.548199+00:00,C:\Users\hitos\Claude-Playground\sakelia-pipeline\data\raw\kumiai_tokyo_detail,
kumiai_kanagawa_detail,神奈川県酒造組合 蔵元紹介（一覧＋12蔵詳細ページ）,https://www.kanagawa-jizake.or.jp/kuramoto/,2026-07-07T13:12:01.678045+00:00,C:\Users\hitos\Claude-Playground\sakelia-pipeline\data\raw\kumiai_kanagawa_detail,
kumiai_miyagi_detail,宮城県酒造組合「宮城の酒」蔵元詳細ページ（全24蔵）,https://miyagisake.jp/kuramoto/,2026-07-07T13:14:48.341386+00:00,C:\Users\hitos\Claude-Playground\sakelia-pipeline\data\raw\kumiai_miyagi_detail,
kumiai_chiba_detail,千葉県酒造組合 蔵元マップ・蔵元詳細ページ（全37蔵）,https://chiba-sake.jp/list/index.html,2026-07-07T13:15:58.420820+00:00,data/raw/kumiai_chiba_detail,レガシーサーバーが1リクエストごとに接続断するため、01_fetch.pyでの完全な再取得は行わずエージェントの取得済みファイルをそのまま採用。
kumiai_iwate_detail,岩手県酒造組合 組合員名簿（酒造・組合一覧、全20蔵）,https://iwatesake.jp/kura/,2026-07-07T13:35:36.762038+00:00,C:\Users\hitos\Claude-Playground\sakelia-pipeline\data\raw\kumiai_iwate_detail,
kumiai_ibaraki_detail,茨城県酒造組合 蔵元一覧（水系別詳細ページ、全35蔵）,http://www.ibaraki-sake.or.jp/,2026-07-07T13:36:13.308470+00:00,C:\Users\hitos\Claude-Playground\sakelia-pipeline\data\raw\kumiai_ibaraki_detail,
kumiai_toyama_detail,富山県酒造組合 蔵元紹介（全20蔵）,https://www.toyama-sake.or.jp/kuramoto,2026-07-07T13:36:20.666451+00:00,C:\Users\hitos\Claude-Playground\sakelia-pipeline\data\raw\kumiai_toyama_detail,
kumiai_yamanashi_detail,山梨県酒造協同組合 酒蔵紹介 個別詳細ページ（全11蔵）,https://www.yamanashi-sake.jp/brewery/,2026-07-07T13:38:42.161683+00:00,C:\Users\hitos\Claude-Playground\sakelia-pipeline\data\raw\kumiai_yamanashi_detail,
kumiai_shiga_detail,滋賀県酒造組合 酒蔵一覧（エリア別詳細、全30蔵）,https://shiga-sake.net/otsukosei1/,2026-07-07T13:39:24.430471+00:00,C:\Users\hitos\Claude-Playground\sakelia-pipeline\data\raw\kumiai_shiga_detail,
kumiai_nara_detail,奈良県酒造組合「奈良酒」蔵元紹介ページ（全26蔵）,https://yamato-umazake.com/brewery-introduction/,2026-07-07T13:39:32.254168+00:00,C:\Users\hitos\Claude-Playground\sakelia-pipeline\data\raw\kumiai_nara_detail,
kumiai_tokushima_detail,徳島県酒造組合 蔵元紹介（単一ページ、全20蔵）,https://tokushimasake.com/kuramoto/,2026-07-07T13:39:40.211036+00:00,C:\Users\hitos\Claude-Playground\sakelia-pipeline\data\raw\kumiai_tokushima_detail,
kumiai_kagawa_detail,香川県酒造組合・香川県酒造協同組合 蔵元の紹介（個別詳細、全6蔵）,https://sanuki-sake.com/%e8%94%b5%e5%85%83%e3%81%ae%e7%b4%b9%e4%bb%8b/,2026-07-07T13:40:26.837142+00:00,C:\Users\hitos\Claude-Playground\sakelia-pipeline\data\raw\kumiai_kagawa_detail,
kumiai_fukui_detail,福井県酒造組合 福井の蔵元 個別詳細ページ（全30蔵）,https://www.fukuisake.jp/kuramoto.php?id=1,2026-07-07T13:40:55.335249+00:00,data/raw/kumiai_fukui_detail,接続断のため01_fetch.pyでの完全な再取得は行わずエージェントの取得済みファイルをそのまま採用。
kagoshima_hamadasyuzou,濵田酒造株式会社 公式サイト（鹿児島県唯一の清酒蔵）,https://www.hamadasyuzou.co.jp/business/,2026-07-07T22:49:25.462889+00:00,C:\Users\hitos\Claude-Playground\sakelia-pipeline\data\raw\kagoshima_hamadasyuzou,
okinawa_taikokushuzo,泰石酒造株式会社 公式サイト（沖縄県唯一の清酒蔵）,https://www.taikokushuzo.com/company.html,2026-07-07T22:50:22.642238+00:00,data/raw/okinawa_taikokushuzo,robots.txtにDisallow記載なし（Sitemapのみ）だがPython robotparserがUser-agentグループ欠如により誤ってdisallow判定。実際のポリシー意図（無制限）に基づき手動で許可と判断し取得。
kumiai_hokkaido_detail,北海道酒造組合 日本酒メーカー一覧（全17蔵）,https://www.hokkaido-sake.or.jp/sake_maker/,2026-07-07T23:19:55.734485+00:00,C:\Users\hitos\Claude-Playground\sakelia-pipeline\data\raw\kumiai_hokkaido_detail,
kumiai_tochigi_detail,栃木県酒造組合 酒々楽（ささら）蔵元紹介（詳細29蔵）,https://sasara.pto.co.jp/kuramoto.html,2026-07-07T23:20:04.496041+00:00,C:\Users\hitos\Claude-Playground\sakelia-pipeline\data\raw\kumiai_tochigi_detail,
kumiai_gunma_detail,群馬県「水のふるさとぐんまの地酒」蔵元一覧・個別詳細ページ（全24蔵）,https://www.pref.gunma.jp/site/sake/500051.html,2026-07-07T23:20:07.177803+00:00,C:\Users\hitos\Claude-Playground\sakelia-pipeline\data\raw\kumiai_gunma_detail,
kumiai_tottori_detail,日本酒造組合中央会「酒蔵検索」鳥取県ページ 蔵元個別詳細（全14蔵）,https://japansake.or.jp/sakagura/jp/tottori/,2026-07-07T23:21:39.092196+00:00,C:\Users\hitos\Claude-Playground\sakelia-pipeline\data\raw\kumiai_tottori_detail,
kumiai_saga_detail,佐賀県酒造組合 SAGASAKE 蔵元紹介（一覧＋個別詳細、全23蔵）,https://www.sagasake.or.jp/frmBreweryIntroductionList.aspx,2026-07-07T23:24:07.353442+00:00,C:\Users\hitos\Claude-Playground\sakelia-pipeline\data\raw\kumiai_saga_detail,
kumiai_nagasaki_detail,長崎県酒造組合 酒蔵一覧（清酒13蔵、焼酎混在のためsakeのみ抽出）,https://nagasaki-sake.com/brewers/,2026-07-07T23:24:14.333429+00:00,C:\Users\hitos\Claude-Playground\sakelia-pipeline\data\raw\kumiai_nagasaki_detail,
kumiai_shimane_detail,島根県酒造組合 蔵元紹介（個別ページ・全28蔵）,https://shimane-sake.or.jp/sakebrewery/akana/,2026-07-07T23:27:38.595234+00:00,C:\Users\hitos\Claude-Playground\sakelia-pipeline\data\raw\kumiai_shimane_detail,
kumiai_kochi_detail,高知県酒造組合 蔵元紹介（詳細19ページ）,https://tosa-sake.jp/brewery01/,2026-07-07T23:29:01.948726+00:00,C:\Users\hitos\Claude-Playground\sakelia-pipeline\data\raw\kumiai_kochi_detail,
kumiai_oita_detail,大分県酒造組合「おおいたん酒ONLINE」蔵元紹介（個別詳細35蔵）,https://oita-sake.or.jp/kuramoto/agatayashuzou/,2026-07-07T23:32:04.956903+00:00,C:\Users\hitos\Claude-Playground\sakelia-pipeline\data\raw\kumiai_oita_detail,
kumiai_miyazaki_detail,宮崎県酒造組合 蔵元紹介（地区別一覧＋個別詳細）,https://miyazaki-sake.or.jp/,2026-07-07T23:32:12.727867+00:00,C:\Users\hitos\Claude-Playground\sakelia-pipeline\data\raw\kumiai_miyazaki_detail,
kumiai_kumamoto_detail,熊本酒造組合 蔵元紹介（清酒10蔵）,https://kumamoto-sake.com/intro/index.html,2026-07-07T23:32:19.928915+00:00,C:\Users\hitos\Claude-Playground\sakelia-pipeline\data\raw\kumiai_kumamoto_detail,
kumiai_hiroshima_detail,日本酒造組合中央会「酒蔵検索」広島県ページ 蔵元個別詳細（全47蔵）,https://japansake.or.jp/sakagura/jp/hiroshima/,2026-07-08T14:59:47.764074+00:00,,
kumiai_wakayama_detail,日本酒造組合中央会「酒蔵検索」和歌山県ページ 蔵元個別詳細（全15蔵）,https://japansake.or.jp/sakagura/jp/wakayama/,2026-07-08T14:59:47.764074+00:00,,
brewery_official_sites_brand,各蔵公式サイト（銘柄マスタ拡充・個別蔵訪問）,,2026-07-08T15:19:56.944554+00:00,,
sakenowa_api,さけのわ（sakenowa.com）公開データAPI,https://muro.sakenowa.com/sakenowa-data/api/breweries,2026-07-12T14:10:21.839239+00:00,,利用規約: 帰属表示（https://sakenowa.comへのリンク）のみで商用・非商用問わず加工利用可。要README等での帰属表示対応。
iwc_sake_gold_2025,IWC SAKE部門 2025 金賞（全件）,https://www.internationalwinechallenge.com/canopy/search_results?wpcat=SakeTab.S&Challenge_Year=2025_993276&Medal=1,2026-07-19T00:25:58.490617+00:00,,
competition_event_research_2026,コンテスト開催概要リサーチ（WebSearch、複数一次・二次情報源）,,2026-07-19T00:57:23.935237+00:00,,各コンテスト公式サイト・プレスリリース・SAKETIMES等の報道記事を出典として個別evidence欄に記録
product_spec_test_2026,商品スペックテスト収集（有名10銘柄・機械収集+二次情報源による香味参考値）,,2026-07-19T02:01:24.621866+00:00,,機械収集部分は蔵公式サイト（無い場合は明記の上で信頼できる酒販/レビューサイト）。香味特性(ssi_type/body_level/aroma_level)は複数の二次情報源が一致した場合のみ参考値として付与、user_flavor_ratingsにテスト由来である旨を明記して投入。
nta_sendai_hojin_ichiran,国税庁仙台国税局 酒類製造者名等一覧（法人番号付き・東北6県),https://www.nta.go.jp/about/organization/sendai/sake/sakagura/hojin_ichiran/index.htm,2026-07-19 02:51:36,data/raw/nta_sendai_hojin_ichiran.html,国税庁公開情報。法人番号突合による名寄せ精度向上目的で利用。
missing_brewery_research_2026,法人番号突合で判明した欠落蔵3件の公式サイト個別調査,"https://www.asabiraki-net.jp/ , https://inetoagave.com/ , https://nekka.jp/",2026-07-19 06:00:25,"data/raw/asabiraki_company.html, inetoagave_company.html, nekka_overview.html, nekka_history.html",各蔵公式サイトの会社概要ページより事実データ(所在地・設立年)のみ抽出。紹介文は転載していない。
brewery_official_sites_brand_round8,蔵元公式サイト 銘柄拡充 第8弾（brands=1の143蔵）,(各蔵個別URL、sources.yaml参照),2026-07-19 06:21:26,data/staged/round8_batch1.jsonl 〜 round8_batch8.jsonl,各蔵公式サイトの商品一覧・ブランドページから銘柄名を機械的に抽出。紹介文は転載せず。
flagged_brewery_review_2026,task#9 要人手レビュー蔵の個別再調査(2026-07-19),WebSearch横断調査（複数の一次・準一次情報源）,2026-07-19 12:11:00,なし（WebSearch/公式サイト横断調査、生HTML保存はケースバイケース）,長龍酒造の重複統合、DHC酒造の社名変更反映、泰石酒造/生熊酒造のドメイン乗っ取り対応、白岩/桝田酒造店の法人番号補完、天真・髙嶋酒類食品の業態フラグ等。
brewery_official_sites_brand_round9,各蔵公式サイト 銘柄拡充第9弾（brands=2の239蔵）,(各蔵個別URL、breweries.website列参照),2026-07-19 12:38:41,data/staged/round9_batch1.jsonl 〜 round9_batch8.jsonl,各蔵公式サイトの商品一覧・ブランドページから銘柄名を機械的に抽出。紹介文は転載せず。
brewery_official_sites_brand_round10,各蔵公式サイト 銘柄拡充第10弾（brands=3の251蔵）,(各蔵個別URL、breweries.website列参照),2026-07-19 23:01:33,data/staged/round10_batch1.jsonl 〜 round10_batch8.jsonl,各蔵公式サイトの商品一覧・ブランドページから銘柄名を機械的に抽出。紹介文は転載せず。
brewery_official_sites_brand_round11,各蔵公式サイト 銘柄拡充第11弾（brands=4の231蔵）,(各蔵個別URL、breweries.website列参照),2026-07-20 04:11:43,data/staged/round11_batch1.jsonl 〜 round11_batch8.jsonl,各蔵公式サイトの商品一覧・ブランドページから銘柄名を機械的に抽出。紹介文は転載せず。
brewery_official_sites_brand_round12,各蔵公式サイト 銘柄拡充第12弾（brands=5の195蔵）,(各蔵個別URL、breweries.website列参照),2026-07-26 00:16:49,data/staged/round12_batch1.jsonl 〜 round12_batch8.jsonl,各蔵公式サイトの商品一覧・ブランドページから銘柄名を機械的に抽出。紹介文は転載せず。
brewery_official_sites_brand_round13,各蔵公式サイト 銘柄拡充第13弾（brands=6の170蔵）,(各蔵個別URL、breweries.website列参照),2026-07-28 12:10:49,data/staged/round13_batch1.jsonl 〜 round13_batch8.jsonl,各蔵公式サイトの商品一覧・ブランドページから銘柄名を機械的に抽出。紹介文は転載せず。
kagoshima_shochu_2026,鹿児島県酒造組合 公式サイト 蔵元一覧(本格焼酎),https://www.honkakushochu.or.jp/kuramoto/,2026-07-29 14:59:27,data/raw/kagoshima_shochu/*.html (118件),鹿児島県酒造組合公式サイト。robots.txtはwp-admin配下のみDisallowで対象ページは許可。
kumamoto_shochu_2026,球磨焼酎酒造組合 公式サイト 蔵元一覧,https://kumashochu.or.jp/product/,2026-07-29 15:17:14,data/raw/kumamoto_shochu/*.html (27件),球磨焼酎酒造組合公式サイト。robots.txt自体が存在せず取得制限なし。
okinawa_awamori_2026,沖縄県酒造組合 公式サイト(琉球泡盛) 酒造所一覧,https://okinawa-awamori.or.jp/distilleries/,2026-07-29 15:24:44,data/raw/okinawa_awamori/*.html (47件、うち組合自身/共同古酒貯蔵施設の2件を除く45件を蔵として投入),沖縄県酒造組合公式サイト。robots.txtはwp-admin配下のみDisallowで対象ページは許可。
okinawa_awamori_brand_2026,沖縄県泡盛蔵 公式サイト個別訪問（銘柄拡充）,(各蔵個別URL、breweries.website列参照),2026-07-29 15:43:57,data/staged/okinawa_brand_batch1.jsonl 〜 okinawa_brand_batch4.jsonl,各蔵公式サイトの商品一覧から泡盛銘柄名を機械的に抽出。紹介文は転載せず。
craft_sake_association_2026,クラフトサケブリュワリー協会 会員一覧 + 個別公式サイト/報道調査,https://craftsakebreweries.com/,2026-07-30 01:09:03,data/raw/craft_*.html,協会会員一覧(craftsakebreweries.com)は事実データ(社名・代表者・醸造所名・所在地・創立年月)のみ機械的取得。住所等の欠落部分は各社公式サイト・報道記事(WebSearch)で個別に裏取り。紹介文は転載せず。
brewery_official_sites_brand_round14,銘柄マスタ拡充 第14弾（brands=1件の蔵、公式サイト個別訪問）,REPLACE_ME(蔵ごとに異なる。breweries.website列を参照),2026-08-02 01:35:40,data/staged/round14_batch*.jsonl,公式サイトの事実データ(銘柄名)のみ抽出。curl+生HTML照合で全件裏取り。
brewery_official_sites_brand_round15,銘柄マスタ拡充 第15弾（brands=2件の蔵、公式サイト個別訪問）,REPLACE_ME(蔵ごとに異なる。breweries.website列を参照),2026-08-02 06:46:21,data/staged/archive/round15_batch*.jsonl,公式サイトの事実データ(銘柄名)のみ抽出。curl+生HTML照合で全件裏取り。
